32 [Found => 683 Found => 598 Found => 793 Found => 602 Found => 672 Found => 677 Found => 700 Found => 931 Found => 632 Found => 735 Found => 753 Found => 491 Found => 851 Found => 703 Found => 688 Found => 689 Found => 870 Found => 1085 Found => 669 Found => 556 Found => 619 Found => 727 Found => 555 Found => 661 Found => 762 Found => 718 Found => 815 Found => 642 Found => 877 Found => 763]
64 [Found => 5043 Found => 5033 Found => 5584 Found => 5343 Found => 5588 Found => 4631 Found => 5117 Found => 4232 Found => 4371 Found => 5133 Found => 4741 Found => 4745 Found => 5269 Found => 4047 Found => 4292 Found => 4918 Found => 4165 Found => 4488 Found => 4413 Found => 4914 Found => 4177 Found => 4279 Found => 4255 Found => 4373 Found => 4358 Found => 4648 Found => 5740 Found => 4327 Found => 5284 Found => 4073]
128 [Found => 16638 Found => 15558 Found => 17237 Found => 17792 Found => 16242 Found => 13005 Found => 18091 Found => 14995 Found => 15276 Found => 16061 Found => 18152 Found => 16934 Found => 15790 Found => 18165 Found => 15518 Found => 17669 Found => 16282 Found => 16202 Found => 16806 Found => 16486 Found => 15920 Found => 17341 Found => 15394 Found => 16664 Found => 16311 Found => 17195 Found => 17944 Found => 15538 Found => 18023 Found => 17429]
